Reservior name,dam name,river,main basin,sub basin,near city,administration city,COUNTRY,secondary country,YEAR,dam height,dam length,AREA(sqkm),AREA(polygonal),CAPITAL EXPENDITURE,DEPTH(m),AVG DISPLACEMENT OF WATER,CATCHMENT area in sqkm,MAIN_USAGE,"MULTI_DAMS,C,10",TIMELINE(status),status,longitude,latitude
,Zonggangshan,Trib. Qingyi Jiang,Dadu He,Qingyi Jiang,Hongya,,China,,-99,34,-99,3.4,3.4,31.9,9.4,387,22,,,,3: Fair,103.232083,29.945417
,Maoba,,Min Jiang,,Jingyan,,China,,1979,25,-99,2.7,2.7,16.3,6,601,32,Irrigation,,,3: Fair,103.957083,29.762083
,Changshaba,Weiyuan He,Tuo Jiang,,Weiyuan,,China,,1971,53,147,3.1,3.1,45,14.5,2541,137,,,,3: Fair,104.649583,29.707917
,Hulukou,Weiyuan He,Tuo Jiang,,Weiyuan,,China,,1979,71,-99,2.6,2.6,75.8,29.2,4243,228,Irrigation,,,3: Fair,104.614583,29.60375
,Huanghezhen,,Tuo Jiang,,Neijiang,,China,,1960,14,-99,3.5,3.5,12.9,3.7,839,45,,,,3: Fair,104.91375,29.532917
,Xindian,,Min Jiang,,Jianwei,,China,,1974,27,-99,2,2,26,13,341,18,,,,3: Fair,104.07125,29.39375
,Gongzui,Dadu He,Dadu He,,Leshan,,China,,1979,86,447,12,12,400,33.3,803561,75760,Hydroelectricity,,,3: Fair,103.475417,29.307917
,Tongjiezi,Dadu He,Dadu He,,Shawan,Leshan,China,,1994,88,-99,7.7,7.7,210,27.3,809161,76050,Hydroelectricity,,,3: Fair,103.630417,29.25625
Yamdrok Lake,Yamzho Yumco,Mequ River,Brahmaputra,,,Tibet,China,,1996,-99,-99,566.9,566.9,42,0.1,236693,9939,Hydroelectricity,,,3: Fair,90.377083,29.095417
,Muqiaogou,,Tuo Jiang,,Fushun,,China,,1975,48,-99,2.2,2.2,29.7,13.5,3495,165,Irrigation,,,3: Fair,104.73375,29.095417
,Daqiao,,Yalong Jiang,,Mianning,,China,,2000,91,-99,24.5,24.5,700,28.6,12723,788,Irrigation,,,3: Fair,102.204583,28.674583
,Haojiacun,,Chang Jiang,,Gaoxian,,China,,-99,27,-99,2.3,2.3,18.1,7.9,340,19,,,,3: Fair,104.625417,28.524583
,Mahu,Trib. Jinsha Jiang,Chang Jiang,Jinsha Jiang,Leibo,,China,,1978,13,-99,9.2,9.2,32,3.5,1831,100,Irrigation,,,3: Fair,103.787917,28.432917
,Yudong,Juluo He,,,Zhaotong,,China,,1997,88,-99,7.1,7.1,360,50.7,12998,697,Irrigation,,,2: Good,103.550417,27.40375
,Ertan,Yalong Jiang,Yalong Jiang,,Yanbian,,China,,2000,240,-99,65.5,65.5,6200,94.7,1344119,116727,Hydroelectricity,,,2: Good,101.78375,26.820417
,Maojiacun,Yili He,Chang Jiang,Jinsha Jiang,Huize,,China,,1969,83,467,14.4,14.4,553,38.4,17440,859,Hydroelectricity,,,3: Fair,103.270417,26.347917
,Haixihai,Trib. Yangbi Jiang,Mekong,,,,China,,-99,-99,-99,4,4,61.9,15.5,993,56,Irrigation,,,3: Fair,99.977083,26.29125
,Zibihe,Trib. Yangbi Jiang,Mekong,,Zibihe,,China,,-99,-99,-99,7.9,7.9,93.2,11.8,2246,133,Irrigation,,,3: Fair,99.954583,26.137083
,Malishu,Trib. Jinsha Jiang,Chang Jiang,Jinsha Jiang,Yongren,,China,,-99,30,-99,2.4,2.4,22.8,9.5,4546,194,,,,3: Fair,101.66625,26.11875
,Shuanghua,Trib. Jinsha Jiang,Chang Jiang,Jinsha Jiang,Luquan,Yunnan,China,,-99,32,-99,2.8,2.8,45,16.1,4316,182,Irrigation,,,3: Fair,102.46125,26.01625
,Haishao,Trib. Jinsha Jiang,Chang Jiang,Jinsha Jiang,Binchuan,Yunnan,China,,1963,28,-99,5.8,5.8,100,17.2,4739,258,Irrigation,,,2: Good,100.647917,25.694583
Umiam,Umiam,Umiam,Brahmaputra,,Shillong,Meghalaya,India,,1964,78,195,7.6,7.6,182.7,24,32702,240,Hydroelectricity,Yes,,3: Fair,91.897083,25.657917
,Xihe,Qu Jiang,Zhu Jiang,,Jiangchuan,,China,,1978,31,147,3.2,3.2,100,31.3,3632,173,,,,3: Fair,103.722083,25.59625
,Khandong,Kopili,Brahmaputra,,Shillong,Assam,India,,1987,-99,243,7.3,7.3,16.6,2.3,133200,1234,Hydroelectricity,,,4: Poor,92.629583,25.527917
,Umrong,Umrong,Brahmaputra,,Shillong,Assam,India,,1982,-99,177,11,11,78.5,7.1,9271,87,Hydroelectricity,,,4: Poor,92.712917,25.52625
,Xincun,Menguo He,,,Wudin,Yunnan,China,,1995,32,326,0.9,0.9,23.1,25.7,2392,105,,,,2: Good,102.172083,25.502917
,Xiaoxiang,Trib. Nanpan Jiang,Zhu Jiang,,Qujing,,China,,1958,38,480,2.7,2.7,41.3,15.3,4274,214,,,,3: Fair,103.75875,25.459583
,Dumu,Trib. Nanpan Jiang,Zhu Jiang,,Mohong,Yunnan,China,,-99,34,-99,14.5,14.5,100.4,6.9,2623,131,Irrigation,,,3: Fair,104.102083,25.299583
,Beimiao,Dong He,Salween,,Shaoshan,,China,,1962,73,-99,3.6,3.6,73.5,20.4,1565,85,Irrigation,,,3: Fair,99.20875,25.245417
,Jiulongdian,Trib. Jinsha Jiang,Chang Jiang,Jinsha Jiang,Chuxiong,,China,,1959,39,-99,3.1,3.1,100,32.3,5300,250,Irrigation,,,3: Fair,101.40875,25.224583
,Xiangshuiba,Trib. Nanpan Jiang,Zhu Jiang,,Luliang,,China,,-99,20,-99,2.7,2.7,20,7.4,50356,2457,Irrigation,,,3: Fair,103.820417,25.17625
,Yongqinghe,Trib. Nanpan Jiang,Zhu Jiang,,Luliang,,China,,-99,27,-99,2.9,2.9,20,6.9,749,39,Irrigation,,,3: Fair,103.60125,25.145417
,Songhuaba,Jinsha,,,Kunming,,China,,1958,62,153,8.2,8.2,220,26.8,13270,588,Flood control,,,3: Fair,102.782917,25.14125
,Guodihe,Goudi He,,,Xingyi,,China,,1973,43,175,0.9,0.9,27.9,31,774,39,,,,2: Good,104.837917,25.099583
,Baoxianghe,Baoxiang He,,,Guandu,,China,,1958,35,210,1.3,1.3,20.9,16.1,1315,66,,,,2: Good,102.932083,25.039583
,Chaishitan,Nanpan Jiang,,,Yiliang,,China,,1999,102,-99,4,4,440,110,91307,4631,Irrigation,,,3: Fair,103.282917,25.014583
,Lubuge,Trib. Nanpan Jiang,Zhu Jiang,,Luoping,,China,,-99,101,-99,4.1,4.1,110,26.8,140524,7104,Hydroelectricity,,,3: Fair,104.542083,24.820417
,Sankuaishi,Trib. Nu Jiang,Salween,,Shidian,,China,,1985,40,-99,3.3,3.3,24.8,7.5,184,10,Irrigation,,,3: Fair,99.212917,24.649583
,Manwan,Lancang Jiang,Mekong,,Yunxian,,China,,-99,126,-99,36.9,36.9,920,24.9,912671,108067,,,,3: Fair,100.44625,24.624583
,Qiezishan Reservoir,Supa,Salween,,Baoshan,Yunnan,China,,-99,32,-99,3.1,3.1,120.8,39,5151,205,Hydroelectricity,,,3: Fair,98.80875,24.507917
,Dongfeng,Qu Jiang,Chang Jiang,Jinsha Jiang,Yuxi,Yunnan,China,,1960,42,450,2.9,2.9,89.3,30.8,4556,313,Water supply,,,3: Fair,102.577917,24.374583
,Khuga,Khuga,Irrawaddy,,Mata,Manipur,India,,2007,38,230,1.3,1.3,90,69.2,12363,304,Hydroelectricity,,,2: Good,93.68125,24.28375
,Gumti,Gumti,Brahmaputra-Meghna,,Amarpur,Tripura,India,,1976,30,103,34.3,34.3,312,9.1,26064,545,Hydroelectricity,,,2: Good,91.81375,23.462083
,Thaphanseik,Mu,Irrawaddy,,,,Myanmar (Burma),,2001,33,6885,332.9,332.9,3550,10.7,186219,9291,Irrigation,,,2: Good,95.354583,23.307917
,Kintat,Mu,Irrawaddy,,Shwebo,,Myanmar (Burma),,1997,-99,-99,12.2,12.2,350,28.7,214892,10638,Irrigation,,,3: Fair,95.367083,23.220417
,Kabo Dam,Offstream Mu River,Irrawaddy,,Shwebo,,Myanmar (Burma),,-99,-99,-99,7.7,7.7,216.8,28.2,4293,166,Irrigation,,,4: Poor,95.682083,22.624583
Barkal,Karnafuli,Karnafuli,Karnafuli,,Chittagong,,Bangladesh,,1962,46,671,326.4,326.4,6477,19.8,524761,10862,Hydroelectricity,,,3: Fair,92.225417,22.495417
,Sedawgyi,Chaungmagyi,Irrawaddy,,Madaya,Mandalay,Myanmar (Burma),,1989,41,600,31,31,450,14.5,141670,3508,Irrigation,,,3: Fair,96.325417,22.349583
,Kinda,Panlaung,Irrawaddy,,Myittha,Mandalay,Myanmar (Burma),,1986,72,625,26.3,26.3,1080,41.1,35185,2292,Irrigation,,,3: Fair,96.317083,21.157917
,Salin,Salin Creek,Irrawaddy,,Salin,,Myanmar (Burma),,-99,67,-99,1.1,1.1,164,149.1,744,16,Irrigation,,,4: Poor,94.637917,20.577917
,Natmouk,,Irrawaddy,,Natmouk,,Myanmar (Burma),,-99,-99,-99,16.9,16.9,124.6,7.4,30588,1092,,,,3: Fair,95.479583,20.412083
,Sunchaung,Sun Creek,Irrawaddy,,Myothit,,Myanmar (Burma),,-99,40,-99,4.7,4.7,38.5,8.2,5415,189,Irrigation,,,3: Fair,95.587083,20.170417
,Manchaung,Mann Creek,Irrawaddy,,Ngape,,Myanmar (Burma),,-99,-99,-99,6.2,6.2,148,23.9,20350,344,Irrigation,,,3: Fair,94.42125,20.087083
,Mobye,Baluchaung,Salween,,Loikaw,Kayah,Myanmar (Burma),,1971,26,2439,189.1,189.1,826.9,4.4,86442,5830,Irrigation,,,3: Fair,97.092083,19.787083
,Mae Ngat,Ping,,,,,Thailand,,1985,59,1950,11.5,11.5,265,23,11974,1274,,,,2: Good,99.037917,19.16625
,Taungnawin,Taungnawin Creek,Irrawaddy,,Paukkhaung,,Myanmar (Burma),,-99,-99,-99,37.6,37.6,354,9.4,13609,359,Irrigation,,,3: Fair,95.582083,18.92875
,Mae Kuang,Ping,Chao Phraya,,,Chiang Mai,Thailand,,1991,73,610,5.9,5.9,263,44.6,4615,558,,,,3: Fair,99.12125,18.92875
,Nam Ngum,Nam Ngum,Mekong,,Vientiane,,Laos,,1972,75,468,436.8,436.8,7030,16.1,254827,8308,Hydroelectricity,,,3: Fair,102.54875,18.532917
,Kiwlom,Wang,Chao Phraya,,,Chiang Mai,Thailand,,1972,42,135,13.2,13.2,112,8.5,22156,2747,Irrigation,,,3: Fair,99.622917,18.522917
,Nam Leuk,Nam Leuk,Mekong,,M. Longsan,,Laos,,2000,45,800,9.2,9.2,185,20.1,8109,276,,,,3: Fair,102.94625,18.44125
,Mae Chang,Mae Chang,Chao Phraya,,,Lam Pang,Thailand,,1983,40,760,9.8,9.8,108.6,11.1,1822,290,Water supply,,,3: Fair,99.802917,18.307917
Sirikit,Sirikit,Nan,Chao Phraya,,,Uttaradit,Thailand,,1974,114,800,250.5,250.5,9510,38,151341,13203,Irrigation,,,3: Fair,100.55875,17.76625
,Gyobyu,Gyobyu Chaung,Irrawaddy,,Rangoon,,Myanmar (Burma),,1940,41,214,3.3,3.3,75,22.7,1364,36,Water supply,,,3: Fair,96.037083,17.377083
,Ngamoeyeik,,Irrawaddy,,Hlegu,,Myanmar (Burma),,-99,-99,-99,25.8,25.8,222,8.6,16947,451,Irrigation,,,3: Fair,96.154583,17.35375
,Nam Oun,Khong,,,,,Thailand,,1973,30,3300,38.4,38.4,520,13.5,23420,1087,,,,3: Fair,103.737917,17.30625
,Alaingni,Alaingni Creek,Irrawaddy,,Bago,,Myanmar (Burma),,-99,16,-99,2.9,2.9,183.5,63.3,740,22,Irrigation,,,4: Poor,96.404583,17.30375
,Tabuhla,,Irrawaddy,,Taikgyi,,Myanmar (Burma),,-99,-99,-99,13.9,13.9,240,17.3,2829,76,,,,3: Fair,96.037917,17.249583
Bhumibol,Bhumibol,Ping,Chao Phraya,,,Tak,Thailand,,1964,154,486,221.7,221.7,13462,60.7,215187,26214,Irrigation,,,2: Good,98.97125,17.245417
Nong Han Lake,,,,,,,Thailand,,-99,-99,-99,73.2,73.2,1873.9,25.6,38198,1650,,,,3: Fair,104.262917,17.149583
,Nam Pung,Nam Pung,Mekong,,,Sakon Nakhon,Thailand,,1965,40,1719,15.8,15.8,165.5,10.5,5144,286,Hydroelectricity,,,3: Fair,103.975417,16.972917
Ubol Ratana,Ubol Ratana,Nam Pong,Mekong,,,Khon Kaen,Thailand,,1966,35,880,313.3,313.3,2263,7.2,86298,12117,Irrigation,,,3: Fair,102.617083,16.774583
Lam Pao,Lam Pao,Chi,Mekong,,,Nan,Thailand,,1969,33,7800,202.3,202.3,1430,7.1,94474,6061,Irrigation,,,3: Fair,103.450417,16.60375
,Chulabhorn,Nam Phrom,Mekong,,,Chaiyapum,Thailand,,1972,70,700,7,7,188,26.9,3010,516,Hydroelectricity,,,3: Fair,101.650417,16.537083
,Huai Kum,Nam Phrom,Mekong,,,Chaiyapum,Thailand,,1982,36,282,1.8,1.8,22.8,12.7,4609,803,Hydroelectricity,,,3: Fair,101.792083,16.412083
Bueng Boraphet,Bueng Boraphet,,,,,,Thailand,,-99,-99,-99,44.2,44.2,1155.8,26.1,13679,3621,,,,3: Fair,100.162083,15.70375
,Tabsalao,Sakae Krang,Mekong,,,Nakhon Phano,Thailand,,1988,27,3375,15.2,15.2,160,10.5,4970,531,Irrigation,,,3: Fair,99.44625,15.537083
,Lam Chang Han,Mun,,,,,Thailand,,1992,18,1785,4.8,4.8,26,5.4,527,205,,,,2: Good,102.49125,15.087083
,Lamtakhong,Mun,Mekong,,,Nan,Thailand,,1969,40,251,26.9,26.9,310,11.5,5178,1331,Irrigation,,,3: Fair,101.559583,14.86375
Pasak Chonlasit,Pasak Chonlasit,Quae Yai,Mae Khlong,,,,Thailand,,1999,185,4860,115.4,115.4,5950,51.6,64036,12970,,,,3: Fair,101.08375,14.85375
,Krasoew,Tha Chin,,,,,Thailand,,1979,33,4250,38.4,38.4,240,6.3,12068,1230,,,,2: Good,99.654583,14.837083
,Khao Laem,Quae Noi,Mae Khlong,,,Kanchanaburi,Thailand,,1985,92,1019,292.3,292.3,8860,30.3,183578,3695,Irrigation,,,3: Fair,98.59625,14.799583
,Lamphraphloeng,Mun,Mekong,,,Nan,Thailand,,1967,49,575,9.6,9.6,152,15.8,5558,842,Irrigation,,,3: Fair,101.83875,14.59375
,Srinagarind,Quae Yai,Mae Khlong,,,Kanchanaburi,Thailand,,1978,140,610,345.9,345.9,17800,51.5,217356,10999,Irrigation,,,3: Fair,99.125417,14.412083
,Lamnangrong,Mun,Mekong,,,SakonNakhon,Thailand,,1982,23,1500,11.6,11.6,150,12.9,2944,457,Irrigation,,,3: Fair,102.765417,14.300417
,Tha Tung Na,Quae Yai,Mae Khlong,,,Kanchanaburi,Thailand,,1982,30,840,3.2,3.2,54.8,17.1,231046,11544,Hydroelectricity,,,3: Fair,99.23375,14.237083
,Huai Sam Nak Mai Teng,Mae Klong,Mae Khlong,,,Ratcha Buri,Thailand,,1992,17,971,5.6,5.6,34,6.1,3033,204,Irrigation,,,2: Good,99.60875,13.507917
,Bang Phra,,,,,,Thailand,,1975,24,1720,9.6,9.6,110,11.5,312,79,,,,2: Good,100.964583,13.21625
,Kaengkrachan,Phet,,,,,Thailand,,1966,58,760,48.3,48.3,710,14.7,61151,2181,,,,2: Good,99.625417,12.920417
,Pranburi,Pran,,,,,Thailand,,1978,42,1500,26.6,26.6,445,16.7,45744,1991,,,,2: Good,99.792083,12.470417
Chiew Larn,Rajjaprabha,Khlong Saeng,Mae Nam Ta Pi,Khlong Phum Dua,,Surat Thani,Thailand,,1987,94,969,144,144,5640,39.2,53506,1371,Irrigation,,,3: Fair,98.792083,8.974583
,Pedu,Pedu,,,Alor Setar,,Malaysia,,1969,61,220,51,51,1047.8,20.5,3465,183,Irrigation,,,2: Good,100.767083,6.24125
,Bang Lang,Pattani,,,,,Thailand,,1981,85,422,41.3,41.3,1404,34,55875,1978,Irrigation,,,3: Fair,101.27125,6.155417
,Bersia,Perak,Perak,,Gerik,Perak,Malaysia,,1983,33,252,8.3,8.3,70,8.4,132387,3638,Hydroelectricity,,,3: Fair,101.209583,5.430417
,Temengor,Perak,Perak,,Gerik,Perak,Malaysia,,1978,127,537,137,137,6168,45,124130,3421,Hydroelectricity,,,3: Fair,101.30125,5.407917
,Kenering,Perak,Perak,,Lenggong,Perak,Malaysia,,1983,48,503,18,18,352,19.6,201625,5632,Hydroelectricity,,,3: Fair,101.09875,5.21625
Tasik Kenyir,Kenyir,Terengganu,,,Kuala Brang,,Malaysia,,1985,155,800,325.2,325.2,13600,41.8,91407,2595,Flood control,,,3: Fair,102.904583,5.024583
,Chenderoh,Perak,Perak,,Kuala Kangsar,Perak,Malaysia,,1930,32,390,8.5,8.5,95.4,11.2,235276,6605,Hydroelectricity,,,3: Fair,100.975417,4.962083
,Klang Gates,Sleh,,,Kuala Lumpur,,Malaysia,,1959,37,139,1.8,1.8,26.5,14.7,1483,78,,,,2: Good,101.750417,3.237083
,Murai,Murai,,,Singapore,,Singapore,,1981,30,320,1.5,1.5,16.8,11.2,56,3,,,,2: Good,103.672083,1.407917
,Seletar,Seletar,,,Singapore,,Singapore,,1968,29,550,2.5,2.5,27.6,11,248,13,,,,2: Good,103.804583,1.40375
,Upper Peirce,Kaltang,,,Singapore,,Singapore,,1975,30,350,2.3,2.3,30.5,13.3,149,8,,,,2: Good,103.80875,1.370417
Vilyuyskoye,Vilyui,Vilyui,,,Mirnyi,Sakha (Yakutia),Russia,,1967,64,600,2090.9,2090.9,35900,17.2,647656,137267,Hydroelectricity,,,3: Fair,112.479583,63.034583
,Irelakh,Irelakh,,,Mirnyi,Sakha (Yakutia),Russia,,1964,-99,320,8.6,8.6,15.1,1.8,3470,671,,,,3: Fair,113.929583,62.52125
,Mamakanskaya,Mamakan,,,Bodaibo,Irkutsk,Russia,,1963,-99,346,8.4,8.4,200,23.8,72014,9382,,,,3: Fair,114.032917,57.80875
,Hongshan,Laoha He,Liao He,,Chifeng,,China,,1964,31,1174,59.4,59.4,2560,43.1,38940,24738,Irrigation,,,4: Poor,119.69625,42.75125
,Baishan,Trib. Laoha He,Liao He,,Jianping,,China,,-99,21,-99,2.3,2.3,30,13,392,224,Flood control,,,3: Fair,119.450417,41.737917
,Miaogong,Yixun He,,,Weiqang,,China,,1962,44,550,2,2,183,91.5,4825,2362,,,,4: Poor,117.837917,41.724583
,Yunzhou,Bai He,Hai He,,Chicheng,Hebei,China,,1972,43,183,7.4,7.4,112,15.1,1956,1201,Flood control,,,3: Fair,115.762917,41.06625
,Youyi,Dongyang He,Hai He,,Shangyi,Hebei,China,,1964,40,287,4.2,4.2,116,27.6,1037,2195,Flood control,,,3: Fair,114.05125,40.859583
,Gongshanzui,Daling He,,,Jianchang,,China,,1963,34,518,3,3,129,43,1693,605,,,,3: Fair,119.762917,40.74125
Miyun Shuiku,Miyun,Chaobai He,Hai He,,Miyun,,China,,1960,66,960,121.7,121.7,4375,35.9,23482,15377,Irrigation,,,3: Fair,116.837917,40.487083
,Shuihutong,Qinglong He,,,Qinglong,,China,,1975,39,340,0.9,0.9,40.4,44.9,271,102,,,,3: Fair,118.962917,40.474583
,Beitaishan,Yanxi He,,,Huairou,,China,,1962,31,483,1.5,1.5,38.3,25.5,74,104,,,,2: Good,116.667083,40.39125
,Panjiakou,Luan He,,,Tangshan,,China,,1979,108,1039,18,18,2930,162.8,75055,35228,Water supply,,,4: Poor,118.275417,40.39125
,Huairou,Trib. Chaobai He,Hai He,,Huairou,,China,,1958,21,-99,6.4,6.4,115,18,537,540,Flood control,,,3: Fair,116.612917,40.307917
,Sanshenggong,Huang He,Huang He,,Dengkou,,China,,1959,9,-99,30.1,30.1,80,2.7,578614,316934,Irrigation,,,3: Fair,107.029583,40.30375
,Dafengkou,Shi He,,,Suizhong,,China,,1974,44,262,4,4,104,26,749,254,,,,2: Good,119.954583,40.242917
Guanting Shuiku,Guanting,Yongding He,Hai He,,Huailai,Hebei,China,,1954,46,290,90.1,90.1,2270,25.2,34941,43569,Flood control,,,4: Poor,115.600417,40.232917
,Daheiding,Luang He,,,Qianxi,,China,,1986,53,1354,19.3,19.3,337,17.5,77870,36575,,,,2: Good,118.304583,40.199583
,Haizi,Trib. Chaobai He,Hai He,,Pinggu,Beijing,China,,1968,41,-99,6.7,6.7,121,18.1,469,435,Flood control,,,3: Fair,117.297083,40.182917
,Taolinkou,Qinglong He,,,Lulong,,China,,1998,75,-99,18.5,18.5,860,46.5,12759,4925,Water supply,,,3: Fair,119.050417,40.14125
,Shihe,Shi He,,,Qinhuangdao,,China,,1975,42,365,1.7,1.7,70,41.2,1525,563,,,,2: Good,119.704583,40.037083
,Yuqiao,Jiyun He,Hai He,,Jixian,Tianjing,China,,1960,23,-99,118.6,118.6,1559,13.1,2851,2116,Flood control,,,3: Fair,117.44125,40.03375
,Qiuzhuang,Trib. Jiyun He,Hai He,,Fengrun,,China,,1960,25,-99,4.6,4.6,156,33.9,877,497,Flood control,,,3: Fair,118.14625,39.999583
,Yanghe,Yang He,,,Tangshan,Hebei,China,,1961,32,1570,13.9,13.9,353,25.4,837,375,Flood control,,,3: Fair,119.195417,39.982917
,Cetian,Shanggan He,Hai He,,Datong,Shanxi,China,,1960,42,1100,47.1,47.1,580,12.3,13897,16993,Flood control,,,3: Fair,113.80875,39.974583
,Wanjiazhai,Huang He,Huang He,,Pianguan,,China,,1999,92,443,22.1,22.1,900,40.7,594191,395459,Water supply,,,3: Fair,111.429583,39.582917
,Zhenziliang,Hun He,Huang He,,Datong,,China,,1958,-99,-99,2.2,2.2,50,22.7,2055,1842,Flood control,,,3: Fair,113.279583,39.574583
,Angezhuang,Zhongyi Shui,Hai He,,Yixian,,China,,1960,49,602,17.2,17.2,309,18,339,493,Flood control,,,3: Fair,115.225417,39.284583
,Longmen,Cao He,Hai He,,Mancheng,Hebei,China,,1960,40,2794,1.4,1.4,118,84.3,229,465,,,,4: Poor,115.27125,39.112083
,Tianqiao,Huang He,Huang He,,Baode,,China,,1977,47,740,5.3,5.3,74,14,611757,406003,,,,3: Fair,111.045417,39.019583
,Xidayang,Tang He,Hai He,,Tangxian,,China,,1960,54,4594,32.4,32.4,1071,33.1,4754,4427,Flood control,,,3: Fair,114.779583,38.745417
,Wangkuai,Sha He,Hai He,,Quyang,,China,,1960,62,1281,33.8,33.8,1389,41.1,4624,3764,Flood control,,,3: Fair,114.50875,38.74125
,Koutou,Shao He,Hai He,,Xingtang,,China,,1964,30,1356,4.3,4.3,105.2,24.5,74,148,Flood control,,,3: Fair,114.37125,38.61625
,Hekou,Zhengxi He,,,Weiyuan,Sichuan,China,,1972,57,-99,11.6,11.6,67.4,5.8,860,1037,,,,2: Good,109.367083,38.597917
,Hengshanling,Ci He,Hai He,,Lingshou,,China,,1960,41,1096,7,7,243,34.7,458,446,Flood control,,,3: Fair,114.18375,38.56625
,Gangnan,Hutuo He,Hai He,,Pingshan,,China,,1969,63,6280,39.2,39.2,1571,40.1,29056,16281,Flood control,,,3: Fair,114.000417,38.324583
,Huangbizhuang,Hutuo He,Hai He,,Dilu,Hebei,China,,1968,31,1843,36.3,36.3,1210,33.3,40483,23200,Flood control,,,3: Fair,114.29625,38.25375
,Fenhe,Fen He,Huang He,,Loufan,,China,,1961,60,1002,21.1,21.1,733,34.7,13926,5280,Irrigation,,,3: Fair,111.912917,38.05375
,Fenhe 2,Fen He,Huang He,,Taiyuan,,China,,-99,84,-99,3,3,133,44.3,20099,7592,,,,3: Fair,112.367083,37.97875
,Qingtongxia,Huang He,Huang He,,Qingtongxia,,China,,1968,43,694,54.1,54.1,735,13.6,570589,278964,,,,3: Fair,105.992917,37.887083
,Baicaoping,Huai He,,,Zanhuang,Hebei,China,,1973,42,550,1.2,1.2,46.5,38.8,311,227,,,,2: Good,114.212917,37.627917
,Zinqiao,Hongshi He,,,Jingbian,,China,,1959,47,-99,11.1,11.1,200,18,2603,1326,Irrigation,,,2: Good,108.442083,37.517917
,Wenyuhe,Wenyu He,Huang He,,Wenshui,,China,,1970,56,720,2.2,2.2,110,50,4950,1863,Flood control,,,3: Fair,112.017083,37.51625
,Lincheng,Di He,Hai He,,Lincheng,,China,,1960,33,1428,4.3,4.3,180,41.9,233,203,Flood control,,,3: Fair,114.387917,37.44125
,Changshantou,Qingshui He,Huang He,,Zhongning,,China,,1960,35,-99,30.5,30.5,57,1.9,21102,14143,Flood control,,,4: Poor,105.68625,37.327083
,Yegoumen,Yufen He,,,Xingtai,,China,,1976,44,280,0.6,0.6,50.4,84,856,510,,,,3: Fair,114.10125,37.19875
,Zhuzhuang,Nanli He,Hai He,,Shahe,,China,,1978,95,544,5.6,5.6,436,77.9,2180,1240,Flood control,,,3: Fair,114.187917,37.012083
,Wangyao,Xingzi He,Huang He,,Yanan,,China,,1972,55,325,9.7,9.7,203,20.9,2470,839,Hydroelectricity,,,3: Fair,109.087917,36.899583
,Guanhe,Zhangwei He,Hai He,,Wuxiang,Shanxi,China,,1960,33,617,2.4,2.4,140,58.3,4194,1779,Flood control,,,3: Fair,112.885417,36.837083
,Chegu,Nanmin He,,,Wuan,,China,,1973,78,360,0.4,0.4,37.1,92.8,266,126,,,,3: Fair,113.825417,36.837083
,Shixiakou,Trib. Qingshui He,Huang He,,Tongxin,Ningxia,China,,1959,53,220,7,7,76.3,10.9,4891,3027,,,,3: Fair,105.912917,36.827917
,Houwuan,Zhangwei He,Hai He,,Wuxiang,,China,,1960,26,-99,4.9,4.9,146,29.8,2811,1318,Flood control,,,3: Fair,112.82125,36.557917
,Taihe,Xiaoqing He,,,Zibo,,China,,1979,49,1182,6.1,6.1,183,30,2628,771,Hydroelectricity,,,3: Fair,118.129583,36.537083
,Wohushan,Yufu He,Huang He,,Jinan,,China,,1968,37,985,4,4,110,27.5,466,556,Irrigation,,,3: Fair,116.957917,36.487917
,Xueye,Trib. Dawen He,Huang He,,Laiwu,,China,,1966,30,1752,6.1,6.1,221,36.2,1053,438,Irrigation,,,3: Fair,117.579583,36.407917
,Dongsiwu,Fuyang He,Hai He,,Cixian,,China,,1974,33,2646,11.8,11.8,181,15.3,299,329,Flood control,,,3: Fair,114.304583,36.395417
,Zhangzhe,Zhangwei He,Hai He,,Changzhi,Shanxi,China,,1960,18,-99,22.6,22.6,199.5,8.8,7308,3157,Water supply,,,3: Fair,113.05875,36.322917
,Tunjiang,Jiang He,,,Changzhi,,China,,1958,30,357,2.8,2.8,60,21.4,945,411,,,,2: Good,112.704583,36.312083
,Yuecheng,Zhangwei He,Hai He,,Cixian,,China,,1970,53,5870,15.2,15.2,1090,71.7,40731,18012,Flood control,,,4: Poor,114.200417,36.27875
,Sikousi,Qingshui He,Huang He,,Haiyuan,,China,,1959,50,350,3.2,3.2,55.5,17.3,2098,1030,,,,3: Fair,105.975417,36.270417
,Nangudong,Lushui He,,,Linxian,,China,,1960,76,201,0.9,0.9,82.5,91.7,509,244,,,,3: Fair,113.74625,36.232917
,Tianzhuang,Yi He,Huai He,,Yiyuan,,China,,1968,31,1100,7.9,7.9,136,17.2,1641,413,Irrigation,,,3: Fair,118.10875,36.170417
,Shenjiahe,Qingshui He,Huang He,,Guyuan,,China,,-99,25,-99,2.2,2.2,27,12.3,600,313,,,,3: Fair,106.26625,36.104583
,Quhe,Trib. Fen He,Huang He,,Linfen,,China,,-99,31,-99,2,2,30,15,897,311,,,,3: Fair,111.652917,36.059583
,Shagou,Shu He,Huai He,,Yishui,,China,,1959,27,-99,4.5,4.5,102,22.7,711,165,Irrigation,,,3: Fair,118.63375,36.045417
